pl_gest,data_bon,id_gest,anluna,pct_lcr,id,pl_pr,id_pr,pl_bon,id_bon,retail_product_id,ProductCode,UnitMeasure,SalePrice,SalePriceWithVAT,ManagementWorkplaceId,ManagementId,retail_product_name,tip_zi,perioada_zilei,product_category,y
1,2025-09-15 19:41:10.337,1,202509,1,60604,1,71,1,36677,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-15 19:41:10.337,1,202509,1,60603,1,93,1,36677,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,workday,evening,drink,1
1,2025-09-15 19:41:10.337,1,202509,1,60602,1,10109,1,36677,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-15 20:01:26.010,1,202509,1,60622,1,71,1,36681,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-15 20:01:26.010,1,202509,1,60619,1,54,1,36681,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-15 20:01:26.010,1,202509,1,60621,1,93,1,36681,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,workday,evening,drink,1
1,2025-09-15 20:01:26.010,1,202509,1,60620,1,10109,1,36681,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-15 20:20:39.423,1,202509,1,60644,1,72,1,36685,132,EBA,BUC     ,5.32,5.9,1,1,Cheddar Sauce,workday,evening,sauce,1
1,2025-09-15 20:20:39.423,1,202509,1,60639,1,71,1,36685,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-15 20:20:39.423,1,202509,1,60641,1,60,1,36685,113,EBA,BUC     ,25.14,27.9,1,1,Breaded Chicken Schnitzel,workday,evening,schnitzel,1
1,2025-09-15 20:20:39.423,1,202509,1,60636,1,54,1,36685,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-15 20:20:39.423,1,202509,1,60638,1,93,1,36685,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,workday,evening,drink,1
1,2025-09-15 20:20:39.423,1,202509,1,60643,1,93,1,36685,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,workday,evening,drink,1
1,2025-09-15 20:20:39.423,1,202509,1,60642,1,10109,1,36685,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-15 20:20:39.423,1,202509,1,60637,1,10109,1,36685,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-15 20:21:37.333,1,202509,1,60647,1,54,1,36686,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-15 20:21:37.333,1,202509,1,60650,1,71,1,36686,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-15 20:21:37.333,1,202509,1,60648,1,10109,1,36686,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-15 20:21:37.333,1,202509,1,60649,1,10103,1,36686,10160,GAA,BUC     ,7.44,9.0,1,1,Mountain Dew 0.25L Doze,workday,evening,drink,1
1,2025-09-15 20:28:04.480,1,202509,1,60656,1,71,1,36687,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-15 20:28:04.480,1,202509,1,60653,1,54,1,36687,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-15 20:28:04.480,1,202509,1,60655,1,92,1,36687,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,evening,drink,1
1,2025-09-15 20:28:04.480,1,202509,1,60654,1,10109,1,36687,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-15 20:58:20.340,1,202509,1,60664,1,54,1,36691,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-15 20:58:20.340,1,202509,1,60667,1,71,1,36691,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-15 20:58:20.340,1,202509,1,60666,1,93,1,36691,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,workday,evening,drink,1
1,2025-09-15 20:58:20.340,1,202509,1,60665,1,10108,1,36691,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,evening,side_dish,1
1,2025-09-16 12:05:02.627,1,202509,1,60712,1,9,1,36700,10156,JAA,BUC     ,1.65,2.0,1,1,Packaging,workday,lunch,packaging,1
1,2025-09-16 12:05:02.627,1,202509,1,60708,1,54,1,36700,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-16 12:05:02.627,1,202509,1,60711,1,71,1,36700,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,lunch,sauce,1
1,2025-09-16 12:05:02.627,1,202509,1,60710,1,92,1,36700,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,lunch,drink,1
1,2025-09-16 12:05:02.627,1,202509,1,60709,1,10109,1,36700,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,lunch,side_dish,1
1,2025-09-16 12:21:09.053,1,202509,1,60718,1,54,1,36704,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,0
1,2025-09-16 12:21:09.053,1,202509,1,60717,1,83,1,36704,10172,EBA,BUC     ,5.32,5.9,1,1,Extra bacon,workday,lunch,extra,0
1,2025-09-16 12:29:43.403,1,202509,1,60729,1,54,1,36708,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-16 12:29:43.403,1,202509,1,60732,1,71,1,36708,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,lunch,sauce,1
1,2025-09-16 12:29:43.403,1,202509,1,60733,1,79,1,36708,127,EBA,BUC     ,23.33,25.9,1,1,Mac & Cheese with Crispy Bacon,workday,lunch,main_dish,1
1,2025-09-16 12:29:43.403,1,202509,1,60731,1,10102,1,36708,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,workday,lunch,drink,1
1,2025-09-16 12:29:43.403,1,202509,1,60730,1,10108,1,36708,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,lunch,side_dish,1
1,2025-09-16 12:35:41.497,1,202509,1,60742,1,71,1,36710,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,lunch,sauce,1
1,2025-09-16 12:35:41.497,1,202509,1,60739,1,54,1,36710,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-16 12:35:41.497,1,202509,1,60743,1,9,1,36710,10156,JAA,BUC     ,1.65,2.0,1,1,Packaging,workday,lunch,packaging,1
1,2025-09-16 12:35:41.497,1,202509,1,60741,1,10102,1,36710,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,workday,lunch,drink,1
1,2025-09-16 12:35:41.497,1,202509,1,60740,1,10108,1,36710,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,lunch,side_dish,1
1,2025-09-16 12:42:19.743,1,202509,1,60750,1,92,1,36712,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,lunch,drink,1
1,2025-09-16 12:42:19.743,1,202509,1,60755,1,92,1,36712,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,lunch,drink,1
1,2025-09-16 12:42:19.743,1,202509,1,60756,1,77,1,36712,137,EBA,BUC     ,7.12,7.9,1,2,Blueberry Sauce,workday,lunch,sauce,1
1,2025-09-16 12:42:19.743,1,202509,1,60751,1,71,1,36712,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,lunch,sauce,1
1,2025-09-16 12:42:19.743,1,202509,1,60753,1,65,1,36712,120,EBA,BUC     ,44.05,48.9,1,1,Viennese Schnitzel,workday,lunch,schnitzel,1
1,2025-09-16 12:42:19.743,1,202509,1,60757,1,9,1,36712,10156,JAA,BUC     ,1.65,2.0,1,1,Packaging,workday,lunch,packaging,1
1,2025-09-16 12:42:19.743,1,202509,1,60748,1,54,1,36712,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-16 12:42:19.743,1,202509,1,60749,1,10109,1,36712,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,lunch,side_dish,1
1,2025-09-16 12:42:19.743,1,202509,1,60754,1,10109,1,36712,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,lunch,side_dish,1
1,2025-09-16 12:45:56.460,1,202509,1,60782,1,92,1,36716,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,lunch,drink,1
1,2025-09-16 12:45:56.460,1,202509,1,60783,1,71,1,36716,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,lunch,sauce,1
1,2025-09-16 12:45:56.460,1,202509,1,60780,1,54,1,36716,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-16 12:45:56.460,1,202509,1,60781,1,10109,1,36716,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,lunch,side_dish,1
1,2025-09-16 12:46:48.453,1,202509,1,60786,1,54,1,36717,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-16 12:46:48.453,1,202509,1,60789,1,71,1,36717,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,lunch,sauce,1
1,2025-09-16 12:46:48.453,1,202509,1,60788,1,92,1,36717,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,lunch,drink,1
1,2025-09-16 12:46:48.453,1,202509,1,60787,1,10109,1,36717,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,lunch,side_dish,1
1,2025-09-16 13:00:40.897,1,202509,1,60802,1,54,1,36721,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,0
1,2025-09-16 13:27:48.513,1,202509,1,60815,1,54,1,36725,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,0
1,2025-09-16 13:27:48.513,1,202509,1,60819,1,92,1,36725,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,lunch,drink,0
1,2025-09-16 13:27:48.513,1,202509,1,60817,1,89,1,36725,139,GAA,BUC     ,7.85,9.5,1,1,Pepsi Cola Can 0.33L,workday,lunch,drink,0
1,2025-09-16 13:27:48.513,1,202509,1,60813,1,83,1,36725,10172,EBA,BUC     ,5.32,5.9,1,1,Extra bacon,workday,lunch,extra,0
1,2025-09-16 13:27:48.513,1,202509,1,60814,1,79,1,36725,127,EBA,BUC     ,23.33,25.9,1,1,Mac & Cheese with Crispy Bacon,workday,lunch,main_dish,0
1,2025-09-16 13:27:48.513,1,202509,1,60816,1,81,1,36725,129,EBA,BUC     ,22.43,24.9,1,1,Crazy Fries with Parmesan,workday,lunch,side_dish,0
1,2025-09-16 13:27:48.513,1,202509,1,60818,1,94,1,36725,144,GAA,BUC     ,7.85,9.5,1,1,Mirinda Orange Can 0.33L,workday,lunch,drink,0
1,2025-09-16 15:58:56.763,1,202509,1,61005,1,10102,1,36749,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,workday,lunch,drink,0
1,2025-09-16 15:58:56.763,1,202509,1,61006,1,75,1,36749,135,EBA,BUC     ,6.22,6.9,1,2,Pink Sauce,workday,lunch,sauce,0
1,2025-09-16 15:58:56.763,1,202509,1,61003,1,54,1,36749,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,0
1,2025-09-16 15:58:56.763,1,202509,1,61004,1,10108,1,36749,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,lunch,side_dish,0
1,2025-09-16 17:16:16.210,1,202509,1,61030,1,54,1,36755,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,0
1,2025-09-16 17:16:16.210,1,202509,1,61031,1,82,1,36755,130,EBA,BUC     ,11.62,12.9,1,1,Crazy Fries with Cheddar Sauce,workday,evening,side_dish,0
1,2025-09-16 17:16:16.210,1,202509,1,61032,1,89,1,36755,139,GAA,BUC     ,7.85,9.5,1,1,Pepsi Cola Can 0.33L,workday,evening,drink,0
1,2025-09-16 17:42:01.167,1,202509,1,61042,1,54,1,36757,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,0
1,2025-09-16 17:42:01.167,1,202509,1,61043,1,82,1,36757,130,EBA,BUC     ,11.62,12.9,1,1,Crazy Fries with Cheddar Sauce,workday,evening,side_dish,0
1,2025-09-16 17:56:05.493,1,202509,1,61088,1,71,1,36764,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-16 17:56:05.493,1,202509,1,61085,1,54,1,36764,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 17:56:05.493,1,202509,1,61089,1,9,1,36764,10156,JAA,BUC     ,1.65,2.0,1,1,Packaging,workday,evening,packaging,1
1,2025-09-16 17:56:05.493,1,202509,1,61087,1,10102,1,36764,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,workday,evening,drink,1
1,2025-09-16 17:56:05.493,1,202509,1,61086,1,10108,1,36764,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,evening,side_dish,1
1,2025-09-16 18:09:19.970,1,202509,1,61105,1,83,1,36770,10172,EBA,BUC     ,5.32,5.9,1,1,Extra bacon,workday,evening,extra,1
1,2025-09-16 18:09:19.970,1,202509,1,61109,1,92,1,36770,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,evening,drink,1
1,2025-09-16 18:09:19.970,1,202509,1,61107,1,54,1,36770,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 18:09:19.970,1,202509,1,61112,1,54,1,36770,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 18:09:19.970,1,202509,1,61115,1,71,1,36770,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-16 18:09:19.970,1,202509,1,61110,1,71,1,36770,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-16 18:09:19.970,1,202509,1,61114,1,93,1,36770,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,workday,evening,drink,1
1,2025-09-16 18:09:19.970,1,202509,1,61113,1,10109,1,36770,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-16 18:09:19.970,1,202509,1,61108,1,10109,1,36770,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-16 18:46:36.650,1,202509,1,61127,1,54,1,36773,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,0
1,2025-09-16 18:46:36.650,1,202509,1,61129,1,64,1,36773,118,EBA,BUC     ,37.75,41.9,1,2,Red Fit Schnitzel,workday,evening,schnitzel,0
1,2025-09-16 18:46:36.650,1,202509,1,61128,1,62,1,36773,116,EBA,BUC     ,37.75,41.9,1,2,Green Fit Schnitzel,workday,evening,schnitzel,0
1,2025-09-16 19:07:15.920,1,202509,1,61136,1,83,1,36775,10172,EBA,BUC     ,5.32,5.9,1,1,Extra bacon,workday,evening,extra,1
1,2025-09-16 19:07:15.920,1,202509,1,61140,1,92,1,36775,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,evening,drink,1
1,2025-09-16 19:07:15.920,1,202509,1,61135,1,72,1,36775,132,EBA,BUC     ,5.32,5.9,1,1,Cheddar Sauce,workday,evening,sauce,1
1,2025-09-16 19:07:15.920,1,202509,1,61141,1,71,1,36775,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-16 19:07:15.920,1,202509,1,61132,1,54,1,36775,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 19:07:15.920,1,202509,1,61138,1,54,1,36775,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 19:07:15.920,1,202509,1,61142,1,9,1,36775,10156,JAA,BUC     ,1.65,2.0,1,1,Packaging,workday,evening,packaging,1
1,2025-09-16 19:07:15.920,1,202509,1,61133,1,10108,1,36775,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,evening,side_dish,1
1,2025-09-16 19:07:15.920,1,202509,1,61134,1,10103,1,36775,10160,GAA,BUC     ,7.44,9.0,1,1,Mountain Dew 0.25L Doze,workday,evening,drink,1
1,2025-09-16 19:07:15.920,1,202509,1,61139,1,10109,1,36775,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-16 19:34:44.393,1,202509,1,61149,1,9,1,36776,10156,JAA,BUC     ,1.65,2.0,1,1,Packaging,workday,evening,packaging,1
1,2025-09-16 19:34:44.393,1,202509,1,61145,1,54,1,36776,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 19:34:44.393,1,202509,1,61148,1,71,1,36776,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-16 19:34:44.393,1,202509,1,61147,1,93,1,36776,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,workday,evening,drink,1
1,2025-09-16 19:34:44.393,1,202509,1,61146,1,10109,1,36776,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-16 20:03:04.980,1,202509,1,61159,1,84,1,36779,10173,EBA,BUC     ,7.12,7.9,1,2,Extra jalapeno,workday,evening,extra,1
1,2025-09-16 20:03:04.980,1,202509,1,61160,1,72,1,36779,132,EBA,BUC     ,5.32,5.9,1,1,Cheddar Sauce,workday,evening,sauce,1
1,2025-09-16 20:03:04.980,1,202509,1,61153,1,72,1,36779,132,EBA,BUC     ,5.32,5.9,1,1,Cheddar Sauce,workday,evening,sauce,1
1,2025-09-16 20:03:04.980,1,202509,1,61165,1,71,1,36779,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-16 20:03:04.980,1,202509,1,61158,1,71,1,36779,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-16 20:03:04.980,1,202509,1,61155,1,65,1,36779,120,EBA,BUC     ,44.05,48.9,1,1,Viennese Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 20:03:04.980,1,202509,1,61162,1,54,1,36779,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 20:03:04.980,1,202509,1,61166,1,9,1,36779,10156,JAA,BUC     ,1.65,2.0,1,1,Packaging,workday,evening,packaging,1
1,2025-09-16 20:03:04.980,1,202509,1,61157,1,10102,1,36779,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,workday,evening,drink,1
1,2025-09-16 20:03:04.980,1,202509,1,61164,1,10103,1,36779,10160,GAA,BUC     ,7.44,9.0,1,1,Mountain Dew 0.25L Doze,workday,evening,drink,1
1,2025-09-16 20:03:04.980,1,202509,1,61156,1,10108,1,36779,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,evening,side_dish,1
1,2025-09-16 20:03:04.980,1,202509,1,61163,1,10108,1,36779,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,evening,side_dish,1
1,2025-09-16 20:19:50.440,1,202509,1,61171,1,54,1,36780,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 20:19:50.440,1,202509,1,61174,1,71,1,36780,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-16 20:19:50.440,1,202509,1,61169,1,72,1,36780,132,EBA,BUC     ,5.32,5.9,1,1,Cheddar Sauce,workday,evening,sauce,1
1,2025-09-16 20:19:50.440,1,202509,1,61168,1,83,1,36780,10172,EBA,BUC     ,5.32,5.9,1,1,Extra bacon,workday,evening,extra,1
1,2025-09-16 20:19:50.440,1,202509,1,61173,1,92,1,36780,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,workday,evening,drink,1
1,2025-09-16 20:19:50.440,1,202509,1,61172,1,10108,1,36780,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,evening,side_dish,1
1,2025-09-16 20:23:00.497,1,202509,1,61180,1,71,1,36781,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,evening,sauce,1
1,2025-09-16 20:23:00.497,1,202509,1,61177,1,54,1,36781,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,evening,schnitzel,1
1,2025-09-16 20:23:00.497,1,202509,1,61179,1,10102,1,36781,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,workday,evening,drink,1
1,2025-09-16 20:23:00.497,1,202509,1,61178,1,10109,1,36781,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,evening,side_dish,1
1,2025-09-17 12:00:47.263,1,202509,1,61249,1,81,1,36795,129,EBA,BUC     ,22.43,24.9,1,1,Crazy Fries with Parmesan,workday,lunch,side_dish,0
1,2025-09-17 12:00:47.263,1,202509,1,61248,1,54,1,36795,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,0
1,2025-09-17 12:00:47.263,1,202509,1,61250,1,95,1,36795,145,GAA,BUC     ,8.26,10.0,1,1,Lipton Lemon Tea 0.33L,workday,lunch,drink,0
1,2025-09-17 12:07:22.520,1,202509,1,61261,1,81,1,36798,129,EBA,BUC     ,22.43,24.9,1,1,Crazy Fries with Parmesan,workday,lunch,side_dish,1
1,2025-09-17 12:07:22.520,1,202509,1,61259,1,71,1,36798,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,lunch,sauce,1
1,2025-09-17 12:07:22.520,1,202509,1,61262,1,9,1,36798,10156,JAA,BUC     ,1.65,2.0,1,1,Packaging,workday,lunch,packaging,1
1,2025-09-17 12:07:22.520,1,202509,1,61256,1,54,1,36798,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-17 12:07:22.520,1,202509,1,61260,1,54,1,36798,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-17 12:07:22.520,1,202509,1,61257,1,10108,1,36798,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,lunch,side_dish,1
1,2025-09-17 12:07:22.520,1,202509,1,61258,1,10103,1,36798,10160,GAA,BUC     ,7.44,9.0,1,1,Mountain Dew 0.25L Doze,workday,lunch,drink,1
1,2025-09-17 12:08:47.083,1,202509,1,61265,1,54,1,36799,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-17 12:08:47.083,1,202509,1,61270,1,60,1,36799,113,EBA,BUC     ,25.14,27.9,1,1,Breaded Chicken Schnitzel,workday,lunch,schnitzel,1
1,2025-09-17 12:08:47.083,1,202509,1,61268,1,71,1,36799,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,lunch,sauce,1
1,2025-09-17 12:08:47.083,1,202509,1,61273,1,76,1,36799,136,EBA,BUC     ,7.12,7.9,1,2,Spicy Sauce,workday,lunch,sauce,1
1,2025-09-17 12:08:47.083,1,202509,1,61267,1,93,1,36799,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,workday,lunch,drink,1
1,2025-09-17 12:08:47.083,1,202509,1,61272,1,10102,1,36799,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,workday,lunch,drink,1
1,2025-09-17 12:08:47.083,1,202509,1,61266,1,10108,1,36799,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,lunch,side_dish,1
1,2025-09-17 12:08:47.083,1,202509,1,61271,1,10109,1,36799,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,lunch,side_dish,1
1,2025-09-17 12:15:33.607,1,202509,1,61290,1,54,1,36804,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,0
1,2025-09-17 12:15:33.607,1,202509,1,61293,1,76,1,36804,136,EBA,BUC     ,7.12,7.9,1,2,Spicy Sauce,workday,lunch,sauce,0
1,2025-09-17 12:15:33.607,1,202509,1,61292,1,10102,1,36804,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,workday,lunch,drink,0
1,2025-09-17 12:15:33.607,1,202509,1,61291,1,10108,1,36804,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,workday,lunch,side_dish,0
1,2025-09-17 12:17:50.373,1,202509,1,61296,1,81,1,36805,129,EBA,BUC     ,22.43,24.9,1,1,Crazy Fries with Parmesan,workday,lunch,side_dish,0
1,2025-09-17 12:17:50.373,1,202509,1,61295,1,54,1,36805,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,0
1,2025-09-17 12:18:33.647,1,202509,1,61298,1,54,1,36806,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,1
1,2025-09-17 12:18:33.647,1,202509,1,61301,1,71,1,36806,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,workday,lunch,sauce,1
1,2025-09-17 12:18:33.647,1,202509,1,61300,1,10102,1,36806,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,workday,lunch,drink,1
1,2025-09-17 12:18:33.647,1,202509,1,61299,1,10109,1,36806,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,workday,lunch,side_dish,1
1,2025-09-17 12:25:44.060,1,202509,1,61305,1,54,1,36808,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,workday,lunch,schnitzel,0
1,2025-09-17 12:25:44.060,1,202509,1,61304,1,77,1,36808,137,EBA,BUC     ,7.12,7.9,1,2,Blueberry Sauce,workday,lunch,sauce,0
1,2025-09-17 12:25:44.060,1,202509,1,61306,1,78,1,36808,138,EBA,BUC     ,16.13,17.9,1,2,Arugula Salad with Cherry Tomatoes and Parmesan,workday,lunch,salad,0
